Key,ShortKey,Source,Row,Module,Field,Role,CN,TH
,,,—,,,,,
FeatureUnlock_17065_FeatureName,aCrZ,g功能解锁_FeatureUnlock_A.csv,76,FeatureUnlock,FeatureName,,深海之遗·间隙,มรดกแห่งห้วงทะเลลึก: รอยแยก
FeatureUnlock_17065_LockTip,aCsa,g功能解锁_FeatureUnlock_A.csv,76,FeatureUnlock,LockTip,,完成 「调查行动」2-4·普通 后解锁,"ปลดล็อกเมื่อเสร็จสิ้นเควส ""ภารกิจสืบสวน"" 2-4: ปกติ"
StageGroup_15916_Name,aRbi,g关卡组_StageGroup_A.csv,73,StageGroup,Name,,深海之遗,มรดกแห่งห้วงทะเลลึก
StageGroup_15916_Desc,aRbh,g关卡组_StageGroup_A.csv,73,StageGroup,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการพบกันอีกครั้งที่ถูกจัดเตรียมมาอย่างยาวนาน
StageGroup_15916_TypeText,aRbk,g关卡组_StageGroup_A.csv,73,StageGroup,TypeText,,深海之遗,มรดกแห่งห้วงทะเลลึก
StageGroup_15898_Name,aQZO,g关卡组_StageGroup_A.csv,77,StageGroup,Name,,深海之遗,มรดกแห่งห้วงทะเลลึก
StageGroup_15898_Desc,aQZN,g关卡组_StageGroup_A.csv,77,StageGroup,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการพบกันอีกครั้งที่ถูกจัดเตรียมมาอย่างยาวนาน
StageGroup_15898_TypeText,aQZQ,g关卡组_StageGroup_A.csv,77,StageGroup,TypeText,,深海之遗,มรดกแห่งห้วงทะเลลึก
StageGroup_15900_Name,aQZW,g关卡组_StageGroup_A.csv,81,StageGroup,Name,,深海之遗,มรดกแห่งห้วงทะเลลึก
StageGroup_15900_Desc,aQZV,g关卡组_StageGroup_A.csv,81,StageGroup,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการพบกันอีกครั้งที่ถูกจัดเตรียมมาอย่างยาวนาน
StageGroup_15900_TypeText,aQZY,g关卡组_StageGroup_A.csv,81,StageGroup,TypeText,,深海之遗,มรดกแห่งห้วงทะเลลึก
StageGroup_15899_Name,aQZS,g关卡组_StageGroup_A.csv,85,StageGroup,Name,,深海之遗,มรดกแห่งห้วงทะเลลึก
StageGroup_15899_Desc,aQZR,g关卡组_StageGroup_A.csv,85,StageGroup,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการพบกันอีกครั้งที่ถูกจัดเตรียมมาอย่างยาวนาน
StageGroup_15899_TypeText,aQZU,g关卡组_StageGroup_A.csv,85,StageGroup,TypeText,,深海之遗,มรดกแห่งห้วงทะเลลึก
StageGroup_23663_Name,aRfS,g关卡组_StageGroup_A.csv,89,StageGroup,Name,,深海之遗,มรดกแห่งห้วงทะเลลึก
StageGroup_23663_Desc,aRfR,g关卡组_StageGroup_A.csv,89,StageGroup,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการพบกันอีกครั้งที่ถูกจัดเตรียมมาอย่างยาวนาน
StageGroup_23663_TypeText,aRfU,g关卡组_StageGroup_A.csv,89,StageGroup,TypeText,,深海之遗,มรดกแห่งห้วงทะเลลึก
Stage_7744_Name,aUVf,g关卡_Stage_A.csv,920,Stage,Name,,深海之遗·间隙Ⅰ,มรดกแห่งห้วงทะเลลึก: รอยแยก I
Stage_7744_Desc,aUVe,g关卡_Stage_A.csv,920,Stage,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการพบกันอีกครั้งที่ถูกจัดเตรียมมาอย่างยาวนาน
Stage_8146_Name,aVue,g关卡_Stage_A.csv,921,Stage,Name,,深海之遗·间隙Ⅱ,มรดกแห่งห้วงทะเลลึก: รอยแยก II
Stage_8146_Desc,aVud,g关卡_Stage_A.csv,921,Stage,Desc,,来历不明的造像在黑暗中游荡、战栗。\n它们踏着古老的节拍，循着来自远方的笛声起舞。,รูปปั้นปริศนาร่อนเร่และสั่นระริกในความมืด\nพวกมันก้าวตามจังหวะโบราณ พร้อมเต้นรำตามเสียงขลุ่ยที่มาจากแดนไกล
Stage_7666_Name,aUCj,g关卡_Stage_A.csv,922,Stage,Name,,深海之遗·间隙Ⅲ,มรดกแห่งห้วงทะเลลึก: รอยแยก III
Stage_7666_Desc,aUCi,g关卡_Stage_A.csv,922,Stage,Desc,,「门」即将开启，你从中窥见一部分真理。\n不是黑色，也不是白色——真理是彩色的，也是浑浊的。,"""ประตู"" กำลังจะเปิดออก และเจ้าได้แอบมองเห็นส่วนหนึ่งของสัจธรรม\nมันมิใช่สีดำ มิใช่สีขาว—สัจธรรมนั้นเป็นดั่งสีสันอันหลากหลาย และเป็นดั่งความขุ่นมัวที่ผสมผสานกัน"
Stage_7746_Name,aUVl,g关卡_Stage_A.csv,923,Stage,Name,,深海之遗·间隙Ⅳ,มรดกแห่งห้วงทะเลลึก: รอยแยก IV
Stage_7746_Desc,aUVk,g关卡_Stage_A.csv,923,Stage,Desc,,「门」已被开启，幻梦即将清醒。\n嘘……不可注视，不可谛听。,"""ประตู"" ถูกเปิดออกแล้ว ห้วงฝันลวงใกล้ถึงจุดสิ้นสุด\nชู่...อย่าจ้องมอง อย่าเงี่ยหูฟัง"
Stage_7873_Name,aVeo,g关卡_Stage_A.csv,924,Stage,Name,,深海之遗·间隙Ⅴ,มรดกแห่งห้วงทะเลลึก: รอยแยก V
Stage_7873_Desc,aVen,g关卡_Stage_A.csv,924,Stage,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการพบกันอีกครั้งที่ถูกจัดเตรียมมาอย่างยาวนาน
Stage_8070_Name,aVpN,g关卡_Stage_A.csv,925,Stage,Name,,深海之遗·间隙Ⅵ,มรดกแห่งห้วงทะเลลึก: รอยแยก VI
Stage_8070_Desc,aVpM,g关卡_Stage_A.csv,925,Stage,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการพบกันอีกครั้งที่ถูกจัดเตรียมมาอย่างยาวนาน
Stage_8203_Name,aVxt,g关卡_Stage_A.csv,926,Stage,Name,,深海之遗·间隙Ⅶ,มรดกแห่งห้วงทะเลลึก: รอยแยก VI
Stage_8203_Desc,aVxs,g关卡_Stage_A.csv,926,Stage,Desc,,来历不明的造像在黑暗中游荡、战栗。\n它们踏着古老的节拍，循着来自远方的笛声起舞。,รูปปั้นปริศนาร่อนเร่และสั่นระริกในความมืด\nพวกมันก้าวตามจังหวะโบราณ พร้อมเต้นรำตามเสียงขลุ่ยที่มาจากแดนไกล
Stage_7935_Name,aVhY,g关卡_Stage_A.csv,927,Stage,Name,,深海之遗·间隙Ⅷ,มรดกแห่งห้วงทะเลลึก: รอยแยก VIII
Stage_7935_Desc,aVhX,g关卡_Stage_A.csv,927,Stage,Desc,,来历不明的造像在黑暗中游荡、战栗。\n它们踏着古老的节拍，循着来自远方的笛声起舞。,รูปปั้นปริศนาร่อนเร่และสั่นระริกในความมืด\nพวกมันก้าวตามจังหวะโบราณ พร้อมเต้นรำตามเสียงขลุ่ยที่มาจากแดนไกล
,,,—,,,,,
FeatureUnlock_17009_FeatureName,aCoN,g功能解锁_FeatureUnlock_A.csv,77,FeatureUnlock,FeatureName,,血肉之沼·间隙,บึงเลือดเนื้อ: รอยแยก
FeatureUnlock_17009_LockTip,aCoO,g功能解锁_FeatureUnlock_A.csv,77,FeatureUnlock,LockTip,,完成 「调查行动」2-4·普通 后解锁,"ปลดล็อกเมื่อเสร็จสิ้นเควส ""ภารกิจสืบสวน"" 2-4: ปกติ"
StageGroup_15959_Name,aRey,g关卡组_StageGroup_A.csv,74,StageGroup,Name,,血肉之沼,บึงเลือดเนื้อ
StageGroup_15959_Desc,aRex,g关卡组_StageGroup_A.csv,74,StageGroup,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
StageGroup_15959_TypeText,aReA,g关卡组_StageGroup_A.csv,74,StageGroup,TypeText,,血肉之沼,บึงเลือดเนื้อ
StageGroup_15931_Name,aRcq,g关卡组_StageGroup_A.csv,78,StageGroup,Name,,血肉之沼,บึงเลือดเนื้อ
StageGroup_15931_Desc,aRcp,g关卡组_StageGroup_A.csv,78,StageGroup,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
StageGroup_15931_TypeText,aRcs,g关卡组_StageGroup_A.csv,78,StageGroup,TypeText,,血肉之沼,บึงเลือดเนื้อ
StageGroup_15930_Name,aRcm,g关卡组_StageGroup_A.csv,82,StageGroup,Name,,血肉之沼,บึงเลือดเนื้อ
StageGroup_15930_Desc,aRcl,g关卡组_StageGroup_A.csv,82,StageGroup,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
StageGroup_15930_TypeText,aRco,g关卡组_StageGroup_A.csv,82,StageGroup,TypeText,,血肉之沼,บึงเลือดเนื้อ
StageGroup_15929_Name,aRci,g关卡组_StageGroup_A.csv,86,StageGroup,Name,,血肉之沼,บึงเลือดเนื้อ
StageGroup_15929_Desc,aRch,g关卡组_StageGroup_A.csv,86,StageGroup,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
StageGroup_15929_TypeText,aRck,g关卡组_StageGroup_A.csv,86,StageGroup,TypeText,,血肉之沼,บึงเลือดเนื้อ
StageGroup_23664_Name,aRfW,g关卡组_StageGroup_A.csv,90,StageGroup,Name,,血肉之沼,บึงเลือดเนื้อ
StageGroup_23664_Desc,aRfV,g关卡组_StageGroup_A.csv,90,StageGroup,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
StageGroup_23664_TypeText,aRfY,g关卡组_StageGroup_A.csv,90,StageGroup,TypeText,,血肉之沼,บึงเลือดเนื้อ
Stage_7921_Name,aVhi,g关卡_Stage_A.csv,928,Stage,Name,,血肉之沼·间隙Ⅰ,บึงเลือดเนื้อ: รอยแยก I
Stage_7921_Desc,aVhh,g关卡_Stage_A.csv,928,Stage,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
Stage_7951_Name,aViU,g关卡_Stage_A.csv,929,Stage,Name,,血肉之沼·间隙Ⅱ,บึงเลือดเนื้อ: รอยแยก II
Stage_7951_Desc,aViT,g关卡_Stage_A.csv,929,Stage,Desc,,来历不明的造像在黑暗中游荡、战栗。\n它们踏着古老的节拍，循着来自远方的笛声起舞。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
Stage_8168_Name,aVvs,g关卡_Stage_A.csv,930,Stage,Name,,血肉之沼·间隙Ⅲ,บึงเลือดเนื้อ: รอยแยก III
Stage_8168_Desc,aVvr,g关卡_Stage_A.csv,930,Stage,Desc,,「门」即将开启，你从中窥见一部分真理。\n不是黑色，也不是白色——真理是彩色的，也是浑浊的。,"""ประตู"" กำลังจะเปิดออก และเจ้าได้แอบมองเห็นส่วนหนึ่งของสัจธรรม\nมันมิใช่สีดำ มิใช่สีขาว—สัจธรรมนั้นเป็นดั่งสีสันอันหลากหลาย และเป็นดั่งความขุ่นมัวที่ผสมผสานกัน"
Stage_7797_Name,aUYi,g关卡_Stage_A.csv,931,Stage,Name,,血肉之沼·间隙Ⅳ,บึงเลือดเนื้อ: รอยแยก IV
Stage_7797_Desc,aUYh,g关卡_Stage_A.csv,931,Stage,Desc,,「门」已被开启，幻梦即将清醒。\n嘘……不可注视，不可谛听。,"""ประตู"" ถูกเปิดออกแล้ว ห้วงฝันลวงใกล้ถึงจุดสิ้นสุด\nชู่...อย่าจ้องมอง อย่าเงี่ยหูฟัง"
Stage_7981_Name,aVkM,g关卡_Stage_A.csv,932,Stage,Name,,血肉之沼·间隙Ⅴ,บึงเลือดเนื้อ: รอยแยก V
Stage_7981_Desc,aVkL,g关卡_Stage_A.csv,932,Stage,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
Stage_8033_Name,aVnM,g关卡_Stage_A.csv,933,Stage,Name,,血肉之沼·间隙Ⅵ,บึงเลือดเนื้อ: รอยแยก VI
Stage_8033_Desc,aVnL,g关卡_Stage_A.csv,933,Stage,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
Stage_7650_Name,aUBn,g关卡_Stage_A.csv,934,Stage,Name,,血肉之沼·间隙Ⅶ,บึงเลือดเนื้อ: รอยแยก VII
Stage_7650_Desc,aUBm,g关卡_Stage_A.csv,934,Stage,Desc,,来历不明的造像在黑暗中游荡、战栗。\n它们踏着古老的节拍，循着来自远方的笛声起舞。,รูปปั้นปริศนาร่อนเร่และสั่นระริกในความมืด\nพวกมันก้าวตามจังหวะโบราณ พร้อมเต้นรำตามเสียงขลุ่ยที่มาจากแดนไกล
Stage_7879_Name,aVeM,g关卡_Stage_A.csv,935,Stage,Name,,血肉之沼·间隙Ⅷ,บึงเลือดเนื้อ: รอยแยก VIII
Stage_7879_Desc,aVeL,g关卡_Stage_A.csv,935,Stage,Desc,,来历不明的造像在黑暗中游荡、战栗。\n它们踏着古老的节拍，循着来自远方的笛声起舞。,รูปปั้นปริศนาร่อนเร่และสั่นระริกในความมืด\nพวกมันก้าวตามจังหวะโบราณ พร้อมเต้นรำตามเสียงขลุ่ยที่มาจากแดนไกล
,,,—,,,,,
FeatureUnlock_17063_FeatureName,aCrT,g功能解锁_FeatureUnlock_A.csv,78,FeatureUnlock,FeatureName,,超维之旅·间隙,ผจญห้วงมิติ: รอยแยก
FeatureUnlock_17063_LockTip,aCrU,g功能解锁_FeatureUnlock_A.csv,78,FeatureUnlock,LockTip,,完成 「调查行动」2-4·普通 后解锁,"ปลดล็อกเมื่อเสร็จสิ้นเควส ""ภารกิจสืบสวน"" 2-4: ปกติ"
StageGroup_15884_Name,aQYK,g关卡组_StageGroup_A.csv,75,StageGroup,Name,,超维之旅,ผจญห้วงมิติ
StageGroup_15884_Desc,aQYJ,g关卡组_StageGroup_A.csv,75,StageGroup,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
StageGroup_15884_TypeText,aQYM,g关卡组_StageGroup_A.csv,75,StageGroup,TypeText,,超维之旅,ผจญห้วงมิติ
StageGroup_15869_Name,aQXC,g关卡组_StageGroup_A.csv,79,StageGroup,Name,,超维之旅,ผจญห้วงมิติ
StageGroup_15869_Desc,aQXB,g关卡组_StageGroup_A.csv,79,StageGroup,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
StageGroup_15869_TypeText,aQXE,g关卡组_StageGroup_A.csv,79,StageGroup,TypeText,,超维之旅,ผจญห้วงมิติ
StageGroup_15870_Name,aQXG,g关卡组_StageGroup_A.csv,83,StageGroup,Name,,超维之旅,ผจญห้วงมิติ
StageGroup_15870_Desc,aQXF,g关卡组_StageGroup_A.csv,83,StageGroup,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
StageGroup_15870_TypeText,aQXI,g关卡组_StageGroup_A.csv,83,StageGroup,TypeText,,超维之旅,ผจญห้วงมิติ
StageGroup_15871_Name,aQXK,g关卡组_StageGroup_A.csv,87,StageGroup,Name,,超维之旅,ผจญห้วงมิติ
StageGroup_15871_Desc,aQXJ,g关卡组_StageGroup_A.csv,87,StageGroup,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
StageGroup_15871_TypeText,aQXM,g关卡组_StageGroup_A.csv,87,StageGroup,TypeText,,超维之旅,ผจญห้วงมิติ
StageGroup_23665_Name,aRga,g关卡组_StageGroup_A.csv,91,StageGroup,Name,,超维之旅,ผจญห้วงมิติ
StageGroup_23665_Desc,aRfZ,g关卡组_StageGroup_A.csv,91,StageGroup,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
StageGroup_23665_TypeText,aRgc,g关卡组_StageGroup_A.csv,91,StageGroup,TypeText,,超维之旅,ผจญห้วงมิติ
Stage_7639_Name,aUzQ,g关卡_Stage_A.csv,936,Stage,Name,,超维之旅·间隙Ⅰ,ผจญห้วงมิติ: รอยแยก I
Stage_7639_Desc,aUzP,g关卡_Stage_A.csv,936,Stage,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
Stage_8173_Name,aVvH,g关卡_Stage_A.csv,937,Stage,Name,,超维之旅·间隙Ⅱ,ผจญห้วงมิติ: รอยแยก II
Stage_8173_Desc,aVvG,g关卡_Stage_A.csv,937,Stage,Desc,,来历不明的造像在黑暗中游荡、战栗。\n它们踏着古老的节拍，循着来自远方的笛声起舞。,รูปปั้นปริศนาร่อนเร่และสั่นระริกในความมืด\nพวกมันก้าวตามจังหวะโบราณ พร้อมเต้นรำตามเสียงขลุ่ยที่มาจากแดนไกล
Stage_8095_Name,aVrk,g关卡_Stage_A.csv,938,Stage,Name,,超维之旅·间隙Ⅲ,ผจญห้วงมิติ: รอยแยก III
Stage_8095_Desc,aVrj,g关卡_Stage_A.csv,938,Stage,Desc,,「门」即将开启，你从中窥见一部分真理。\n不是黑色，也不是白色——真理是彩色的，也是浑浊的。,"""ประตู"" กำลังจะเปิดออก และเจ้าได้แอบมองเห็นส่วนหนึ่งของสัจธรรม\nมันมิใช่สีดำ มิใช่สีขาว—สัจธรรมนั้นเป็นดั่งสีสันอันหลากหลาย และเป็นดั่งความขุ่นมัวที่ผสมผสานกัน"
Stage_7775_Name,aUWU,g关卡_Stage_A.csv,939,Stage,Name,,超维之旅·间隙Ⅳ,ผจญห้วงมิติ: รอยแยก IV
Stage_7775_Desc,aUWT,g关卡_Stage_A.csv,939,Stage,Desc,,「门」已被开启，幻梦即将清醒。\n嘘……不可注视，不可谛听。,"""ประตู"" ถูกเปิดออกแล้ว ห้วงฝันลวงใกล้ถึงจุดสิ้นสุด\nชู่...อย่าจ้องมอง อย่าเงี่ยหูฟัง"
Stage_8160_Name,aVuU,g关卡_Stage_A.csv,940,Stage,Name,,超维之旅·间隙Ⅴ,ผจญห้วงมิติ: รอยแยก V
Stage_8160_Desc,aVuT,g关卡_Stage_A.csv,940,Stage,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
Stage_8101_Name,aVrC,g关卡_Stage_A.csv,941,Stage,Name,,超维之旅·间隙Ⅵ,มิติพิเศษ·ช่องว่างลึกลับVI
Stage_8101_Desc,aVrB,g关卡_Stage_A.csv,941,Stage,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
