Key,ShortKey,Source,Row,Module,Field,Role,CN,TH
Stage_7949_Desc,aViN,g关卡_Stage_A.csv,548,Stage,Desc,,它以乖巧的姿态靠在床沿，暗淡的纽扣眼睛望着虚空。\n小小的身躯承受了主人的全部眼泪，却无法出言安慰。,มันเอนตัวพิงขอบเตียงด้วยท่าทางอ่อนโยน ดวงตากระดุมหมองมัวจ้องมองความว่างเปล่า\nร่างเล็กๆ ของมันรองรับน้ำตาทั้งหมดของเจ้าของไว้ แต่กลับไม่สามารถเอ่ยคำปลอบโยนออกมาได้เลย
Stage_7852_Name,aVdd,g关卡_Stage_A.csv,549,Stage,Name,,玩偶之泪Ⅲ,น้ำตาของตุ๊กตา III
Stage_7852_Desc,aVdc,g关卡_Stage_A.csv,549,Stage,Desc,,它以乖巧的姿态靠在床沿，暗淡的纽扣眼睛望着虚空。\n小小的身躯承受了主人的全部眼泪，却无法出言安慰。,มันเอนตัวพิงขอบเตียงด้วยท่าทางอ่อนโยน ดวงตากระดุมหมองมัวจ้องมองความว่างเปล่า\nร่างเล็กๆ ของมันรองรับน้ำตาทั้งหมดของเจ้าของไว้ แต่กลับไม่สามารถเอ่ยคำปลอบโยนออกมาได้เลย
Stage_7798_Name,aUYx,g关卡_Stage_A.csv,550,Stage,Name,,玩偶之泪Ⅳ,น้ำตาของตุ๊กตา IV
Stage_7798_Desc,aUYw,g关卡_Stage_A.csv,550,Stage,Desc,,它以乖巧的姿态靠在床沿，暗淡的纽扣眼睛望着虚空。\n小小的身躯承受了主人的全部眼泪，却无法出言安慰。,มันเอนตัวพิงขอบเตียงด้วยท่าทางอ่อนโยน ดวงตากระดุมหมองมัวจ้องมองความว่างเปล่า\nร่างเล็กๆ ของมันรองรับน้ำตาทั้งหมดของเจ้าของไว้ แต่กลับไม่สามารถเอ่ยคำปลอบโยนออกมาได้เลย
Stage_7656_Name,aUBF,g关卡_Stage_A.csv,551,Stage,Name,,玩偶之泪Ⅴ,น้ำตาของตุ๊กตา V
Stage_7656_Desc,aUBE,g关卡_Stage_A.csv,551,Stage,Desc,,它以乖巧的姿态靠在床沿，暗淡的纽扣眼睛望着虚空。\n小小的身躯承受了主人的全部眼泪，却无法出言安慰。,มันเอนตัวพิงขอบเตียงด้วยท่าทางอ่อนโยน ดวงตากระดุมหมองมัวจ้องมองความว่างเปล่า\nร่างเล็กๆ ของมันรองรับน้ำตาทั้งหมดของเจ้าของไว้ แต่กลับไม่สามารถเอ่ยคำปลอบโยนออกมาได้เลย
,,,—,,,,,
FeatureUnlock_16982_FeatureName,aCnk,g功能解锁_FeatureUnlock_A.csv,98,FeatureUnlock,FeatureName,,蜡像之秘,ความลับของหุ่นขี้ผึ้ง
FeatureUnlock_16982_LockTip,aCnl,g功能解锁_FeatureUnlock_A.csv,98,FeatureUnlock,LockTip,,完成 「调查行动」3-10·普通 后解锁,"ปลดล็อกเมื่อเสร็จสิ้นเควส ""ภารกิจสืบสวน"" 3-10: ปกติ"
StageGroup_15892_Name,aQZq,g关卡组_StageGroup_A.csv,55,StageGroup,Name,,蜡像之秘,ความลับของหุ่นขี้ผึ้ง
StageGroup_15892_Desc,aQZp,g关卡组_StageGroup_A.csv,55,StageGroup,Desc,,它们原本是悲伤、扭曲和懵懂组成的无意识集合，\n却被打扮成幸福的小孩、大人和宠物。\n因着从未品尝过幸福的滋味，它们成了最糟糕的演员。,เดิมทีพวกมันคือศูนย์รวมของจิตไร้สำนึกที่ประกอบด้วยความเศร้า ความบิดเบี้ยว และความเขลา\nแต่กลับถูกจับแต่งให้เป็นเด็ก ผู้ใหญ่ หรือสัตว์เลี้ยงที่มีความสุขและสดใส\nด้วยเหตุที่พวกมันไม่เคยลิ้มรสความสุขที่แท้จริง พวกมันจึงกลายเป็นนักแสดงที่แย่ที่สุด
StageGroup_15892_TypeText,aQZs,g关卡组_StageGroup_A.csv,55,StageGroup,TypeText,,蜡像之秘,ความลับของหุ่นขี้ผึ้ง
StageGroup_15892_StageGroupRewardDescription,aQZr,g关卡组_StageGroup_A.csv,55,StageGroup,StageGroupRewardDescription,,<Black:高阶技能素材>,<Black:วัสดุอัปเกรดสกิลขั้นสูง>
Stage_7726_Name,aUUd,g关卡_Stage_A.csv,552,Stage,Name,,蜡像之秘Ⅰ,ความลับของหุ่นขี้ผึ้ง I
Stage_7726_Desc,aUUc,g关卡_Stage_A.csv,552,Stage,Desc,,它们原本是悲伤、扭曲和懵懂组成的无意识集合，\n却被打扮成幸福的小孩、大人和宠物。\n因着从未品尝过幸福的滋味，它们成了最糟糕的演员。,เดิมทีพวกมันคือศูนย์รวมของจิตไร้สำนึกที่ประกอบด้วยความเศร้า ความบิดเบี้ยว และความเขลา\nแต่กลับถูกจับแต่งให้เป็นเด็ก ผู้ใหญ่ หรือสัตว์เลี้ยงที่มีความสุขและสดใส\nด้วยเหตุที่พวกมันไม่เคยลิ้มรสความสุขที่แท้จริง พวกมันจึงกลายเป็นนักแสดงที่แย่ที่สุด
Stage_7877_Name,aVeG,g关卡_Stage_A.csv,553,Stage,Name,,蜡像之秘Ⅱ,ความลับของหุ่นขี้ผึ้ง II
Stage_7877_Desc,aVeF,g关卡_Stage_A.csv,553,Stage,Desc,,它们原本是悲伤、扭曲和懵懂组成的无意识集合，\n却被打扮成幸福的小孩、大人和宠物。\n因着从未品尝过幸福的滋味，它们成了最糟糕的演员。,เดิมทีพวกมันคือศูนย์รวมของจิตไร้สำนึกที่ประกอบด้วยความเศร้า ความบิดเบี้ยว และความเขลา\nแต่กลับถูกจับแต่งให้เป็นเด็ก ผู้ใหญ่ หรือสัตว์เลี้ยงที่มีความสุขและสดใส\nด้วยเหตุที่พวกมันไม่เคยลิ้มรสความสุขที่แท้จริง พวกมันจึงกลายเป็นนักแสดงที่แย่ที่สุด
Stage_8071_Name,aVpQ,g关卡_Stage_A.csv,554,Stage,Name,,蜡像之秘Ⅲ,ความลับของหุ่นขี้ผึ้ง III
Stage_8071_Desc,aVpP,g关卡_Stage_A.csv,554,Stage,Desc,,它们原本是悲伤、扭曲和懵懂组成的无意识集合，\n却被打扮成幸福的小孩、大人和宠物。\n因着从未品尝过幸福的滋味，它们成了最糟糕的演员。,เดิมทีพวกมันคือศูนย์รวมของจิตไร้สำนึกที่ประกอบด้วยความเศร้า ความบิดเบี้ยว และความเขลา\nแต่กลับถูกจับแต่งให้เป็นเด็ก ผู้ใหญ่ หรือสัตว์เลี้ยงที่มีความสุขและสดใส\nด้วยเหตุที่พวกมันไม่เคยลิ้มรสความสุขที่แท้จริง พวกมันจึงกลายเป็นนักแสดงที่แย่ที่สุด
Stage_8199_Name,aVxh,g关卡_Stage_A.csv,555,Stage,Name,,蜡像之秘Ⅳ,ความลับของหุ่นขี้ผึ้ง IV
Stage_8199_Desc,aVxg,g关卡_Stage_A.csv,555,Stage,Desc,,它们原本是悲伤、扭曲和懵懂组成的无意识集合，\n却被打扮成幸福的小孩、大人和宠物。\n因着从未品尝过幸福的滋味，它们成了最糟糕的演员。,เดิมทีพวกมันคือศูนย์รวมของจิตไร้สำนึกที่ประกอบด้วยความเศร้า ความบิดเบี้ยว และความเขลา\nแต่กลับถูกจับแต่งให้เป็นเด็ก ผู้ใหญ่ หรือสัตว์เลี้ยงที่มีความสุขและสดใส\nด้วยเหตุที่พวกมันไม่เคยลิ้มรสความสุขที่แท้จริง พวกมันจึงกลายเป็นนักแสดงที่แย่ที่สุด
Stage_7657_Name,aUBI,g关卡_Stage_A.csv,556,Stage,Name,,蜡像之秘Ⅴ,ความลับของหุ่นขี้ผึ้ง V
Stage_7657_Desc,aUBH,g关卡_Stage_A.csv,556,Stage,Desc,,它们原本是悲伤、扭曲和懵懂组成的无意识集合，\n却被打扮成幸福的小孩、大人和宠物。\n因着从未品尝过幸福的滋味，它们成了最糟糕的演员。,เดิมทีพวกมันคือศูนย์รวมของจิตไร้สำนึกที่ประกอบด้วยความเศร้า ความบิดเบี้ยว และความเขลา\nแต่กลับถูกจับแต่งให้เป็นเด็ก ผู้ใหญ่ หรือสัตว์เลี้ยงที่มีความสุขและสดใส\nด้วยเหตุที่พวกมันไม่เคยลิ้มรสความสุขที่แท้จริง พวกมันจึงกลายเป็นนักแสดงที่แย่ที่สุด
,,,—,,,,,
FeatureUnlock_16964_FeatureName,aCmi,g功能解锁_FeatureUnlock_A.csv,99,FeatureUnlock,FeatureName,,漆黑之链,พันธนาอนธการ
FeatureUnlock_16964_LockTip,aCmj,g功能解锁_FeatureUnlock_A.csv,99,FeatureUnlock,LockTip,,完成 「调查行动」第3章·普通 后解锁,"ปลดล็อกเมื่อเสร็จสิ้นเควส ""ภารกิจสืบสวน"" บทที่ 3: ปกติ"
StageGroup_15878_Name,aQYm,g关卡组_StageGroup_A.csv,56,StageGroup,Name,,漆黑之链,พันธนาอนธการ
StageGroup_15878_Desc,aQYl,g关卡组_StageGroup_A.csv,56,StageGroup,Desc,,蠕动着、流淌着……原生质的肿泡正从枷锁的缝隙中溜走。\n这是她为「自由」付出的代价。,"เลื้อยคลาน ไหลซึม... เนื้อเยื่อบวมพองกำลังหลุดรอดออกจากรอยร้าวของเครื่องพันธนาการ\nนี่คือราคาที่เธอต้องจ่ายเพื่อแลกกับ ""อิสรภาพ"""
StageGroup_15878_TypeText,aQYo,g关卡组_StageGroup_A.csv,56,StageGroup,TypeText,,漆黑之链,พันธนาอนธการ
StageGroup_15878_StageGroupRewardDescription,aQYn,g关卡组_StageGroup_A.csv,56,StageGroup,StageGroupRewardDescription,,<Black:高阶技能素材>,<Black:วัสดุอัปเกรดสกิลขั้นสูง>
Stage_8074_Name,aVpZ,g关卡_Stage_A.csv,557,Stage,Name,,漆黑之链Ⅰ,พันธนาอนธการ I
Stage_8074_Desc,aVpY,g关卡_Stage_A.csv,557,Stage,Desc,,蠕动着、流淌着……原生质的肿泡正从枷锁的缝隙中溜走。\n这是她为「自由」付出的代价。,"เลื้อยคลาน ไหลซึม... เนื้อเยื่อบวมพองกำลังหลุดรอดออกจากรอยร้าวของเครื่องพันธนาการ\nนี่คือราคาที่เธอต้องจ่ายเพื่อแลกกับ ""อิสรภาพ"""
Stage_7796_Name,aUYf,g关卡_Stage_A.csv,558,Stage,Name,,漆黑之链Ⅱ,พันธนาอนธการ II
Stage_7796_Desc,aUYe,g关卡_Stage_A.csv,558,Stage,Desc,,蠕动着、流淌着……原生质的肿泡正从枷锁的缝隙中溜走。\n这是她为「自由」付出的代价。,"เลื้อยคลาน ไหลซึม... เนื้อเยื่อบวมพองกำลังหลุดรอดออกจากรอยร้าวของเครื่องพันธนาการ\nนี่คือราคาที่เธอต้องจ่ายเพื่อแลกกับ ""อิสรภาพ"""
Stage_7652_Name,aUBt,g关卡_Stage_A.csv,559,Stage,Name,,漆黑之链Ⅲ,พันธนาอนธการ III
Stage_7652_Desc,aUBs,g关卡_Stage_A.csv,559,Stage,Desc,,蠕动着、流淌着……原生质的肿泡正从枷锁的缝隙中溜走。\n这是她为「自由」付出的代价。,"เลื้อยคลาน ไหลซึม... เนื้อเยื่อบวมพองกำลังหลุดรอดออกจากรอยร้าวของเครื่องพันธนาการ\nนี่คือราคาที่เธอต้องจ่ายเพื่อแลกกับ ""อิสรภาพ"""
Stage_8139_Name,aVtJ,g关卡_Stage_A.csv,560,Stage,Name,,漆黑之链Ⅳ,พันธนาอนธการ IV
Stage_8139_Desc,aVtI,g关卡_Stage_A.csv,560,Stage,Desc,,蠕动着、流淌着……原生质的肿泡正从枷锁的缝隙中溜走。\n这是她为「自由」付出的代价。,"เลื้อยคลาน ไหลซึม... เนื้อเยื่อบวมพองกำลังหลุดรอดออกจากรอยร้าวของเครื่องพันธนาการ\nนี่คือราคาที่เธอต้องจ่ายเพื่อแลกกับ ""อิสรภาพ"""
Stage_7978_Name,aVkD,g关卡_Stage_A.csv,561,Stage,Name,,漆黑之链Ⅴ,พันธนาอนธการ V
Stage_7978_Desc,aVkC,g关卡_Stage_A.csv,561,Stage,Desc,,蠕动着、流淌着……原生质的肿泡正从枷锁的缝隙中溜走。\n这是她为「自由」付出的代价。,"เลื้อยคลาน ไหลซึม... เนื้อเยื่อบวมพองกำลังหลุดรอดออกจากรอยร้าวของเครื่องพันธนาการ\nนี่คือราคาที่เธอต้องจ่ายเพื่อแลกกับ ""อิสรภาพ"""
,,,—,,,,,
FeatureUnlock_17011_FeatureName,aCoT,g功能解锁_FeatureUnlock_A.csv,100,FeatureUnlock,FeatureName,,界外之影,เงาทมิฬจากแดนไกล
FeatureUnlock_17011_LockTip,aCoU,g功能解锁_FeatureUnlock_A.csv,100,FeatureUnlock,LockTip,,完成 「调查行动」第4章·普通 后解锁,"ปลดล็อกเมื่อเสร็จสิ้นเควส ""ภารกิจสืบสวน"" บทที่ 4: ปกติ"
StageGroup_15909_Name,aRaG,g关卡组_StageGroup_A.csv,57,StageGroup,Name,,界外之影,เงาทมิฬจากแดนไกล
StageGroup_15909_Desc,aRaF,g关卡组_StageGroup_A.csv,57,StageGroup,Desc,,它一刻不停地追逐那些打破规则的僭越者。\n至于何为「规则」，何为「打破」？\n猎犬从不思考——那只会阻碍它奔袭的速度。,"มันไล่ล่าผู้ละเมิดที่ฝ่าฝืนกฎอย่างไม่หยุดหย่อน\nแต่อะไรคือ ""กฎ"" อะไรคือ ""ฝ่าฝืน"" ?\nสุนัขล่าเนื้อไม่เคยคิด—การครุ่นคิดรังแต่จะขัดขวางความเร็วในการไล่ล่าของมันเท่านั้น"
StageGroup_15909_TypeText,aRaI,g关卡组_StageGroup_A.csv,57,StageGroup,TypeText,,界外之影,เงาทมิฬจากแดนไกล
StageGroup_15909_StageGroupRewardDescription,aRaH,g关卡组_StageGroup_A.csv,57,StageGroup,StageGroupRewardDescription,,<Black:高阶技能素材>,<Black:วัสดุอัปเกรดสกิลขั้นสูง>
Stage_8072_Name,aVpT,g关卡_Stage_A.csv,562,Stage,Name,,界外之影Ⅰ,เงาทมิฬจากแดนไกล I
Stage_8072_Desc,aVpS,g关卡_Stage_A.csv,562,Stage,Desc,,它一刻不停地追逐那些打破规则的僭越者。\n至于何为「规则」，何为「打破」？\n猎犬从不思考——那只会阻碍它奔袭的速度。,"มันไล่ล่าผู้ละเมิดที่ฝ่าฝืนกฎอย่างไม่หยุดหย่อน\nแต่อะไรคือ ""กฎ"" อะไรคือ ""ฝ่าฝืน"" ?\nสุนัขล่าเนื้อไม่เคยคิด—การครุ่นคิดรังแต่จะขัดขวางความเร็วในการไล่ล่าของมันเท่านั้น"
Stage_7968_Name,aVjT,g关卡_Stage_A.csv,563,Stage,Name,,界外之影Ⅰ,เงาทมิฬจากแดนไกล I
Stage_7968_Desc,aVjS,g关卡_Stage_A.csv,563,Stage,Desc,,它一刻不停地追逐那些打破规则的僭越者。\n至于何为「规则」，何为「打破」？\n猎犬从不思考——那只会阻碍它奔袭的速度。,"มันไล่ล่าผู้ละเมิดที่ฝ่าฝืนกฎอย่างไม่หยุดหย่อน\nแต่อะไรคือ ""กฎ"" อะไรคือ ""ฝ่าฝืน"" ?\nสุนัขล่าเนื้อไม่เคยคิด—การครุ่นคิดรังแต่จะขัดขวางความเร็วในการไล่ล่าของมันเท่านั้น"
Stage_7752_Name,aUVD,g关卡_Stage_A.csv,564,Stage,Name,,界外之影Ⅱ,เงาทมิฬจากแดนไกล II
Stage_7752_Desc,aUVC,g关卡_Stage_A.csv,564,Stage,Desc,,它一刻不停地追逐那些打破规则的僭越者。\n至于何为「规则」，何为「打破」？\n猎犬从不思考——那只会阻碍它奔袭的速度。,"มันไล่ล่าผู้ละเมิดที่ฝ่าฝืนกฎอย่างไม่หยุดหย่อน\nแต่อะไรคือ ""กฎ"" อะไรคือ ""ฝ่าฝืน"" ?\nสุนัขล่าเนื้อไม่เคยคิด—การครุ่นคิดรังแต่จะขัดขวางความเร็วในการไล่ล่าของมันเท่านั้น"
Stage_7648_Name,aUBh,g关卡_Stage_A.csv,565,Stage,Name,,界外之影Ⅲ,เงาทมิฬจากแดนไกล III
Stage_7648_Desc,aUBg,g关卡_Stage_A.csv,565,Stage,Desc,,它一刻不停地追逐那些打破规则的僭越者。\n至于何为「规则」，何为「打破」？\n猎犬从不思考——那只会阻碍它奔袭的速度。,"มันไล่ล่าผู้ละเมิดที่ฝ่าฝืนกฎอย่างไม่หยุดหย่อน\nแต่อะไรคือ ""กฎ"" อะไรคือ ""ฝ่าฝืน"" ?\nสุนัขล่าเนื้อไม่เคยคิด—การครุ่นคิดรังแต่จะขัดขวางความเร็วในการไล่ล่าของมันเท่านั้น"
Stage_7861_Name,aVdy,g关卡_Stage_A.csv,566,Stage,Name,,界外之影Ⅳ,เงาทมิฬจากแดนไกล IV
Stage_7861_Desc,aVdx,g关卡_Stage_A.csv,566,Stage,Desc,,它一刻不停地追逐那些打破规则的僭越者。\n至于何为「规则」，何为「打破」？\n猎犬从不思考——那只会阻碍它奔袭的速度。,"มันไล่ล่าผู้ละเมิดที่ฝ่าฝืนกฎอย่างไม่หยุดหย่อน\nแต่อะไรคือ ""กฎ"" อะไรคือ ""ฝ่าฝืน"" ?\nสุนัขล่าเนื้อไม่เคยคิด—การครุ่นคิดรังแต่จะขัดขวางความเร็วในการไล่ล่าของมันเท่านั้น"
,,,—,,,,,
FeatureUnlock_16996_FeatureName,aCoa,g功能解锁_FeatureUnlock_A.csv,101,FeatureUnlock,FeatureName,,虔诚之握,อ้อมกอดแห่งศรัทธา
FeatureUnlock_16996_LockTip,aCob,g功能解锁_FeatureUnlock_A.csv,101,FeatureUnlock,LockTip,,完成 「调查行动」第5章·普通 后解锁,"ปลดล็อกเมื่อเสร็จสิ้นเควส ""ภารกิจสืบสวน"" บทที่ 5: ปกติ"
StageGroup_15897_Name,aQZK,g关卡组_StageGroup_A.csv,58,StageGroup,Name,,虔诚之握,อ้อมกอดแห่งศรัทธา
StageGroup_15897_Desc,aQZJ,g关卡组_StageGroup_A.csv,58,StageGroup,Desc,,她以己身承纳圣骸，以教义训导眷众，以毒牙布散信仰。\n她的祈祷永无止息，她的呼告永不停歇。,นางโอบรับสิ่งศักดิ์สิทธิ์ไว้ในร่างของตน ชี้นำผู้ศรัทธาด้วยคำสอน แพร่กระจายความเชื่อด้วยเขี้ยวพิษ\nคำสวดภาวนาของนางจะไม่มีวันสิ้นสุด คำวิงวอนของนางจะไม่มีวันหยุดยั้ง
StageGroup_15897_TypeText,aQZM,g关卡组_StageGroup_A.csv,58,StageGroup,TypeText,,虔诚之握,อ้อมกอดแห่งศรัทธา
StageGroup_15897_StageGroupRewardDescription,aQZL,g关卡组_StageGroup_A.csv,58,StageGroup,StageGroupRewardDescription,,<Black:高阶技能素材>,<Black:วัสดุอัปเกรดสกิลขั้นสูง>
Stage_7745_Name,aUVi,g关卡_Stage_A.csv,567,Stage,Name,,虔诚之握Ⅰ,อ้อมกอดแห่งศรัทธา I
Stage_7745_Desc,aUVh,g关卡_Stage_A.csv,567,Stage,Desc,,她以己身承纳圣骸，以教义训导眷众，以毒牙布散信仰。,นางโอบรับสิ่งศักดิ์สิทธิ์ไว้ในร่างของตน ชี้นำผู้ศรัทธาด้วยคำสอน แพร่กระจายความเชื่อด้วยเขี้ยวพิษ
Stage_7969_Name,aVjW,g关卡_Stage_A.csv,568,Stage,Name,,虔诚之握Ⅰ,อ้อมกอดแห่งศรัทธา I
Stage_7969_Desc,aVjV,g关卡_Stage_A.csv,568,Stage,Desc,,她以己身承纳圣骸，以教义训导眷众，以毒牙布散信仰。,นางโอบรับสิ่งศักดิ์สิทธิ์ไว้ในร่างของตน ชี้นำผู้ศรัทธาด้วยคำสอน แพร่กระจายความเชื่อด้วยเขี้ยวพิษ
Stage_7870_Name,aVdZ,g关卡_Stage_A.csv,569,Stage,Name,,虔诚之握Ⅱ,อ้อมกอดแห่งศรัทธา I
Stage_7870_Desc,aVdY,g关卡_Stage_A.csv,569,Stage,Desc,,她以己身承纳圣骸，以教义训导眷众，以毒牙布散信仰。,นางโอบรับสิ่งศักดิ์สิทธิ์ไว้ในร่างของตน ชี้นำผู้ศรัทธาด้วยคำสอน แพร่กระจายความเชื่อด้วยเขี้ยวพิษ
Stage_7636_Name,aUzE,g关卡_Stage_A.csv,570,Stage,Name,,虔诚之握Ⅲ,อ้อมกอดแห่งศรัทธา II
Stage_7636_Desc,aUzD,g关卡_Stage_A.csv,570,Stage,Desc,,她以己身承纳圣骸，以教义训导眷众，以毒牙布散信仰。,นางโอบรับสิ่งศักดิ์สิทธิ์ไว้ในร่างของตน ชี้นำผู้ศรัทธาด้วยคำสอน แพร่กระจายความเชื่อด้วยเขี้ยวพิษ
Stage_8098_Name,aVrt,g关卡_Stage_A.csv,571,Stage,Name,,虔诚之握Ⅳ,อ้อมกอดแห่งศรัทธา III
Stage_8098_Desc,aVrs,g关卡_Stage_A.csv,571,Stage,Desc,,她以己身承纳圣骸，以教义训导眷众，以毒牙布散信仰。,นางโอบรับสิ่งศักดิ์สิทธิ์ไว้ในร่างของตน ชี้นำผู้ศรัทธาด้วยคำสอน แพร่กระจายความเชื่อด้วยเขี้ยวพิษ
,,,—,,,,,
FeatureUnlock_17039_FeatureName,aCqz,g功能解锁_FeatureUnlock_A.csv,102,FeatureUnlock,FeatureName,,圣胎之咏,บทสรรเสริญแห่งครรภ์ศักดิ์สิทธิ์
FeatureUnlock_17039_LockTip,aCqA,g功能解锁_FeatureUnlock_A.csv,102,FeatureUnlock,LockTip,,完成 「调查行动」第6章·普通 后解锁,"ปลดล็อกเมื่อเสร็จสิ้นเควส ""ภารกิจสืบสวน"" บทที่ 6: ปกติ"
StageGroup_15928_Name,aRce,g关卡组_StageGroup_A.csv,59,StageGroup,Name,,圣胎之咏,บทสรรเสริญแห่งครรภ์ศักดิ์สิทธิ์
StageGroup_15928_Desc,aRcd,g关卡组_StageGroup_A.csv,59,StageGroup,Desc,,不被祝福的孩子在海中吟咏圣歌。\n嘘……请保持安静，切勿惊扰祂的长眠。,เด็กน้อยผู้ไร้บุญกำลังขับขานเพลงสรรเสริญอยู่ในทะเล\nชู่...เงียบหน่อยสิ อย่ารบกวนการหลับใหลอันยาวนานของมันเด็ดขาด
